0.005,133.2
0.01,103.4
0.015,59.1
0.02,63.9
0.025,72.3
0.03,98.5
0.035,67.0
0.04,49.5
0.045,52.3
0.05,49.3
0.055,56.9
0.06,57.3
0.065,57.0
0.07,57.6
0.075,61.2
0.08,63.5
0.085,59.6
0.09,58.4
0.095,57.3
0.1,57.2
